year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,Version
2005,40,CUB,"562,150","6,745,800","40,000","3,500","168,645","7,520,095",0,0,0,"1,200","1,200",0,0,0,0,0,0,"7,200","7,200",0,0,0,0,0,"11,000",0,0,0,"21,501",0,0,"5,621,500",0,"1,478,532",0,"14,661,028","11,243,000",0.05,0.6,0.0036,0.0003,0.015,0.6689,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.001,0,0,0,0.0019,0,0,0.5,0,0.1315,0,1.304,1.304,1,24,10,20,Medium,78,1.1
2010,40,CUB,"550,000","6,744,696",0,0,"112,411","7,407,107",0,0,0,"1,500","1,500",0,0,0,0,0,0,"8,000","8,000",0,0,0,0,0,"25,000",0,0,0,0,0,0,"5,620,580",0,"1,478,290",0,"14,540,477","11,241,161",0.0489,0.6,0,0,0.01,0.6589,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0.0022,0,0,0,0,0,0,0.5,0,0.1315,0,1.2935,1.2935,1,24,10,20,Medium,78,1.1
1945,41,HAI,"310,000","2,626,500",0,0,0,"2,936,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,545,000",0,0,0,"4,481,500","3,090,000",0.1003,0.85,0,0,0,0.9503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.4503,1.4503,1,99,99,35,Low,99,1.1
1950,41,HAI,"310,000","2,634,000",0,0,0,"2,944,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,548,500",0,0,0,"4,492,500","3,097,000",0.1001,0.8505,0,0,0,0.9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.4506,1.4506,1,24,5,10,Medium,15,1.1
1955,41,HAI,"321,500","2,777,000",0,0,0,"3,098,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,750,000",0,0,0,"4,848,500","3,500,000",0.0919,0.7934,0,0,0,0.8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.3853,1.3853,1,99,99,35,Low,99,1.1
1960,41,HAI,"333,000","2,920,000",0,0,0,"3,253,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,902,000",0,0,0,"5,155,000","3,804,000",0.0875,0.7676,0,0,0,0.8552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.3552,1.3552,1,24,5,10,Medium,15,1.1
1965,41,HAI,"344,911","3,372,970",0,"25,000",0,"3,742,881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,071,500",0,0,0,"5,814,381","4,143,000",0.0833,0.8141,0,0.006,0,0.9034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.4034,1.4034,1,24,4,8,Medium,7,1.1
1970,41,HAI,"400,073","3,797,400",0,"38,452",0,"4,235,925",0,0,0,100,100,0,0,0,0,0,0,"1,500","1,500",0,0,0,0,0,0,0,0,"10,700",0,0,0,"2,260,000",0,"183,830",0,"6,692,055","4,520,000",0.0885,0.8401,0,0.0085,0,0.9372,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0.0024,0,0,0,0.5,0,0.0407,0,1.4805,1.4805,1,24,4,5,Medium,7,1.1
1975,41,HAI,"464,056","4,089,750",0,0,0,"4,553,806",0,0,0,100,100,0,0,0,0,0,0,"1,500","1,500",0,0,0,0,0,0,0,0,0,0,0,0,"2,460,000",0,"183,830",0,"7,199,236","4,920,000",0.0943,0.8313,0,0,0,0.9256,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0374,0,1.4633,1.4633,1,99,99,35,Low,99,1.1
1980,41,HAI,"574,900","4,382,100",0,"45,500",0,"5,002,500",0,0,0,100,100,0,0,0,0,0,0,"1,700","1,700",0,0,0,0,0,0,0,0,0,0,0,0,"2,676,500","106,300","57,900",0,"7,845,000","5,353,000",0.1074,0.8186,0,0.0085,0,0.9345,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0199,0.0108,0,1.4655,1.4655,1,24,4,7,Medium,7,1.1
1985,41,HAI,"610,000","4,515,000",0,0,0,"5,125,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,932,500",0,"520,000",0,"8,577,500","5,865,000",0.104,0.7698,0,0,0,0.8738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0887,0,1.4625,1.4625,1,234,9,28,Low,2,1.1
1990,41,HAI,"730,500","5,120,000",0,"84,000",0,"5,934,500",0,0,0,160,160,0,0,0,0,0,0,"1,660","1,660",0,0,0,0,0,0,0,0,0,180,0,0,"3,243,000",0,"410,442",0,"9,589,942","6,486,000",0.1126,0.7894,0,0.013,0,0.915,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0633,0,1.4786,1.4786,1,234,4,10,Medium,7,1.1
1995,41,HAI,"745,110","5,834,400",0,"42,000",0,"6,621,510",0,0,0,129,129,0,0,0,0,0,0,830,830,0,0,0,0,0,0,0,0,"4,263",90,0,0,"3,590,000",0,0,0,"10,216,822","7,180,000",0.1038,0.8126,0,0.0058,0,0.9222,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0006,0,0,0,0.5,0,0,0,1.423,1.423,1,34,4,10,Medium,7,1.1
2000,41,HAI,"822,200","6,555,400",0,0,0,"7,377,600",0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,527",0,0,0,"5,088,500",0,"822,200",0,"13,296,925","8,222,000",0.1,0.7973,0,0,0,0.8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6189,0,0.1,0,1.6172,1.6172,1,24,5,10,Medium,83,1.1
2005,41,HAI,"941,000","7,057,500",0,0,0,"7,998,500",0,0,0,500,500,0,0,0,0,0,0,"2,000","2,000",0,0,0,0,0,0,0,0,"11,200",0,0,0,"6,587,000",0,"941,000",0,"15,540,200","9,410,000",0.1,0.75,0,0,0,0.85,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.7,0,0.1,0,1.6515,1.6515,1,24,5,10,Medium,1,1.1
2010,41,HAI,"976,083","7,027,799",0,0,0,"8,003,882",0,0,0,120,120,0,0,0,0,0,0,"1,750","1,750",0,0,0,0,0,0,0,0,"8,527",0,0,0,"4,392,374",0,"976,083",0,"13,382,736","9,760,832",0.1,0.72,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0.0009,0,0,0,0.45,0,0.1,0,1.3711,1.3711,1,24,5,10,Medium,1,1.1
1945,42,DOM,"31,680","1,847,340",0,0,0,"1,879,020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,980","1,879,020","1,980,000",0.016,0.933,0,0,0,0.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.949,1,0,99,99,35,Low,99,1.1
1950,42,DOM,"33,440","2,098,474",0,0,0,"2,131,914",0,0,0,463,463,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,"1,845","105,722","2,134,278","2,240,000",0.0149,0.9368,0,0,0,0.9517,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0472,0.9528,1,0,24,5,10,Medium,15,1.1
1955,42,DOM,"40,952","2,450,000",0,0,0,"2,490,952",0,0,0,231,231,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,"62,789","2,491,211","2,554,000",0.016,0.9593,0,0,0,0.9753,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0.9754,1,0,234,9,28,Low,4,1.1
1960,42,DOM,"48,465","3,101,000",0,0,0,"3,149,465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,535","3,149,465","3,231,000",0.015,0.9598,0,0,0,0.9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252,0.9748,1,0,24,10,24,Medium,12,1.1
1965,42,DOM,"50,250","3,189,200",0,0,0,"3,239,450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,550","3,239,450","3,350,000",0.015,0.952,0,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.967,1,0,234,8,28,Low,20,1.1
1970,42,DOM,"406,200","3,189,200",0,"3,139",0,"3,598,539",0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,"1,500","1,500",0,0,0,0,0,0,0,0,0,0,"450,000","11,611","4,050,389","4,062,000",0.1,0.7851,0,0.0008,0,0.8859,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0,0,0.1108,0.0029,0.9971,1,0,24,4,8,Medium,7,1.1
1975,42,DOM,"516,670","3,428,810",0,"3,769",0,"3,949,249",0,0,0,415,415,0,0,0,0,0,0,0,0,0,0,750,750,0,0,0,0,"2,750",0,0,0,0,"32,550","580,000","131,286","4,565,714","4,697,000",0.11,0.73,0,0.0008,0,0.8408,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0.0006,0,0,0,0,0.0069,0.1235,0.028,0.972,1,0,34,99,35,Low,99,1.1
1980,42,DOM,"151,000","4,700,025",0,"4,400",0,"4,855,425",0,0,0,480,480,0,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,0,0,0,"5,500",0,0,0,0,"65,100","626,670","141,825","5,555,175","5,697,000",0.0265,0.825,0,0.0008,0,0.8523,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0.001,0,0,0,0,0.0114,0.11,0.0249,0.9751,1,0,24,4,5,Medium,7,1.1
1985,42,DOM,"109,072","5,248,288",0,0,0,"5,357,360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,000","705,760","292,880","6,123,120","6,416,000",0.017,0.818,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0.11,0.0456,0.9544,1,0,24,2,5,High,13,1.1
1990,42,DOM,"285,000","5,755,952",0,"3,800",0,"6,044,752",0,0,0,0,0,0,0,0,0,0,0,"1,600","1,600",0,0,"1,470","1,470",0,0,0,0,"5,000","5,000",0,0,0,0,"781,672","266,620","6,839,494","7,106,114",0.0401,0.81,0,0.0005,0,0.8506,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0002,0.0002,0,0,0,0,0.0007,0.0007,0,0,0,0,0.11,0.0375,0.9625,1,0,24,4,5,Medium,7,1.1
1995,42,DOM,"788,700","5,305,800",0,"3,800",0,"6,098,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,0,0,0,0,"788,700","278,000","6,892,000","7,170,000",0.11,0.74,0,0.0005,0,0.8505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0.11,0.0388,0.9612,1,0,24,5,24,Medium,1,1.1
2000,42,DOM,"743,538","5,783,075",0,0,0,"6,526,613",0,0,0,100,100,0,0,0,0,0,0,"1,873","1,873",0,0,"1,533","1,533",0,0,0,0,0,"6,580",0,0,0,0,"1,652,307","72,530","8,189,006","8,261,536",0.09,0.7,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0002,0.0002,0,0,0,0,0,0.0008,0,0,0,0,0.2,0.0088,0.9912,1,0,24,5,10,Medium,83,1.1
2005,42,DOM,"1,010,238","6,474,708",0,0,0,"7,484,946",0,0,0,100,100,0,0,0,0,0,0,"2,083","2,083",0,0,"1,705","1,705",0,0,0,0,0,"7,315",0,0,0,0,"1,653,117","34,718","9,149,266","9,183,984",0.11,0.705,0,0,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0002,0.0002,0,0,0,0,0,0.0008,0,0,0,0,0.18,0.0038,0.9962,1,0,123,8,24,Medium,78,1.1
2010,42,DOM,"1,493,497","7,168,786",0,0,0,"8,662,283",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,194,797","99,468","9,857,180","9,956,648",0.15,0.72,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.01,0.99,1,0,123,8,24,Medium,78,1.1
1960,51,JAM,"1,113,072","115,291","55,000","44,000",0,"1,327,363",0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,181",0,0,0,0,0,0,0,0,"273,293","10,711","1,602,437","1,613,148",0.69,0.0715,0.0341,0.0273,0,0.8228,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.1694,0.0066,0.9934,1,0,24,5,8,High,15,1.1
1965,51,JAM,"1,116,720","115,291","52,467","47,643",0,"1,332,121",0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,181",0,0,0,0,0,0,0,0,"183,783","200,346","1,517,685","1,718,031",0.65,0.0671,0.0305,0.0277,0,0.7754,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.107,0.1166,0.8834,1,0,34,8,28,Low,20,1.1
1970,51,JAM,"1,161,798","160,873",0,"50,000","73,000","1,445,671",0,0,0,"1,800","1,800",0,0,0,0,0,0,"3,000","3,000",0,0,300,300,0,"5,600",0,0,0,"1,000",0,0,0,0,"182,000","170,629","1,639,371","1,810,000",0.6419,0.0889,0,0.0276,0.0403,0.7987,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0017,0.0017,0,0,0.0002,0.0002,0,0.0031,0,0,0,0.0006,0,0,0,0,0.1006,0.0943,0.9057,1,0,24,6,24,Medium,18,1.1
1975,51,JAM,"1,164,819","134,226",0,"87,274","93,750","1,480,069",0,0,0,900,900,0,0,0,0,0,0,"1,500","1,500",0,0,320,320,0,"6,300",0,0,"5,000",700,400,0,0,"117,150","121,900","75,761","1,734,239","1,810,000",0.6435,0.0742,0,0.0482,0.0518,0.8177,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.0008,0.0008,0,0,0.0002,0.0002,0,0.0035,0,0,0.0028,0.0004,0.0002,0,0,0.0647,0.0673,0.0419,0.9581,1,0,34,99,35,Low,99,1.1
1980,51,JAM,"1,167,840","107,580",0,"124,548","114,500","1,514,468",0,0,0,"2,080","2,080",0,0,0,0,0,0,0,0,0,0,340,340,0,"6,400",0,0,"5,000",0,800,0,0,"234,300","41,800","4,812","1,805,188","1,810,000",0.6452,0.0594,0,0.0688,0.0633,0.8367,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0.0035,0,0,0.0028,0,0.0004,0,0,0.1294,0.0231,0.0027,0.9973,1,0,24,4,5,Medium,7,1.1
1985,51,JAM,"1,657,000","105,000",0,"110,000","125,000","1,997,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"254,210","59,790","2,251,210","2,311,000",0.717,0.0454,0,0.0476,0.0541,0.8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.0259,0.9741,1,0,24,2,8,High,13,1.1
1990,51,JAM,"1,335,978","98,049","28,980","133,791","105,000","1,701,798",0,0,0,600,600,0,0,0,0,0,0,"3,000","3,000",0,0,300,300,0,"27,100",0,0,0,"6,200",0,0,0,0,"617,757","58,245","2,356,755","2,415,000",0.5532,0.0406,0.012,0.0554,0.0435,0.7047,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0012,0.0012,0,0,0.0001,0.0001,0,0.0112,0,0,0,0.0026,0,0,0,0,0.2558,0.0241,0.9759,1,0,24,79,5,High,79,1.1
1995,51,JAM,"1,422,741","82,474","24,951","113,518","110,895","1,754,579",0,0,0,555,555,0,0,0,0,0,0,"3,078","3,078",0,0,308,308,0,"28,916",0,0,0,"6,636",0,0,0,0,"615,351","5,577","2,409,423","2,415,000",0.5891,0.0342,0.0103,0.047,0.0459,0.7265,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0013,0.0013,0,0,0.0001,0.0001,0,0.012,0,0,0,0.0027,0,0,0,0,0.2548,0.0023,0.9977,1,0,24,99,10,Medium,99,1.1
2000,51,JAM,"1,509,505","66,899","20,922","93,246","116,790","1,807,362",0,0,0,511,511,0,0,0,0,0,0,"3,156","3,156",0,0,316,316,0,"30,733",0,0,0,"7,073",0,0,0,0,"612,945","120,904","2,462,096","2,583,000",0.5844,0.0259,0.0081,0.0361,0.0452,0.6997,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0012,0.0012,0,0,0.0001,0.0001,0,0.0119,0,0,0,0.0027,0,0,0,0,0.2373,0.0468,0.9532,1,0,24,79,5,High,79,1.1
2005,51,JAM,"1,622,752","62,449","10,461","84,123","110,895","1,890,680",0,0,0,521,521,0,0,0,0,0,0,"2,334","2,334",0,0,319,319,0,"23,347",0,0,104,"3,536",0,0,0,0,"592,472","136,687","2,513,313","2,650,000",0.6124,0.0236,0.0039,0.0317,0.0418,0.7135,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0009,0.0009,0,0,0.0001,0.0001,0,0.0088,0,0,0,0.0013,0,0,0,0,0.2236,0.0516,0.9484,1,0,24,99,10,Medium,99,1.1
2010,51,JAM,"1,736,000","58,000",0,"75,000","105,000","1,974,000",0,0,0,531,531,0,0,0,0,0,0,"1,513","1,513",0,0,322,322,0,"15,961",0,0,209,0,0,0,0,0,"572,000","304,094","2,564,536","2,868,630",0.6052,0.0202,0,0.0261,0.0366,0.6881,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0005,0.0005,0,0,0.0001,0.0001,0,0.0056,0,0,0.0001,0,0,0,0,0,0.1994,0.106,0.894,1,0,1,80,5,High,80,1.1
1960,52,TRI,"79,520","299,649",0,"175,042","20,485","574,696",0,0,0,0,0,0,0,0,0,0,0,"49,736","49,736",0,0,0,0,0,"190,403",0,0,0,0,0,0,0,0,"23,122","62,043","837,957","900,000",0.0884,0.3329,0,0.1945,0.0228,0.6386,0,0,0,0,0,0,0,0,0,0,0,0.0553,0.0553,0,0,0,0,0,0.2116,0,0,0,0,0,0,0,0,0.0257,0.0689,0.9311,1,0,24,5,10,Medium,15,1.1
1965,52,TRI,"93,020","334,314",0,"160,346","19,662","607,342",0,0,0,150,150,0,0,0,0,0,0,"54,968","54,968",0,0,"1,000","1,000",0,"210,306",0,0,300,"2,000",0,0,0,0,"12,061","108,717","888,127","996,844",0.0933,0.3354,0,0.1609,0.0197,0.6093,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0551,0.0551,0,0,0.001,0.001,0,0.211,0,0,0.0003,0.002,0,0,0,0,0.0121,0.1091,0.8909,1,0,24,8,24,Medium,20,1.1
1970,52,TRI,"106,520","368,980",0,"145,650","18,840","639,990",0,0,0,300,300,0,0,0,0,0,0,"60,200","60,200",0,0,"2,000","2,000",0,"230,209",0,0,600,"4,000",0,0,0,0,"1,000","32,701","938,299","971,000",0.1097,0.38,0,0.15,0.0194,0.6591,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0.062,0.062,0,0,0.0021,0.0021,0,0.2371,0,0,0.0006,0.0041,0,0,0,0,0.001,0.0337,0.9663,1,0,24,4,5,Medium,7,1.1
1975,52,TRI,"125,460","391,590","2,350","147,175","75,000","741,575",0,0,0,400,400,0,0,0,0,0,600,"64,600","65,200",0,0,"2,000","2,000",0,"249,454",0,0,"4,300","2,000",0,"1,800",0,"5,100","1,100","103,071","1,072,929","1,176,000",0.1067,0.333,0.002,0.1251,0.0638,0.6306,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0005,0.0549,0.0554,0,0,0.0017,0.0017,0,0.2121,0,0,0.0037,0.0017,0,0.0015,0,0.0043,0.0009,0.0876,0.9124,1,0,34,99,35,Low,99,1.1
1980,52,TRI,"144,400","414,200","4,700","148,700",0,"712,000",0,0,0,500,500,0,0,0,0,0,"1,200","69,000","70,200",0,0,"2,000","2,000",0,"268,700",0,0,"8,000",0,0,"3,600",0,"10,200","1,200","5,600","1,076,400","1,082,000",0.1335,0.3828,0.0043,0.1374,0,0.658,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0011,0.0638,0.0649,0,0,0.0018,0.0018,0,0.2483,0,0,0.0074,0,0,0.0033,0,0.0094,0.0011,0.0052,0.9948,1,0,24,4,5,Medium,7,1.1
1985,52,TRI,"153,140","424,080",0,"150,600",0,"727,820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,0,0,0,0,0,"150,000",180,"1,177,820","1,178,000",0.13,0.36,0,0.1278,0,0.6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2547,0,0,0,0,0,0,0,0,0.1273,0.0002,0.9998,1,0,24,5,20,Medium,1,1.1
1990,52,TRI,"216,270","391,230","7,100","145,800",0,"760,400",0,0,0,600,600,0,0,0,0,0,0,"80,190","80,190",0,0,"3,900","3,900",0,"315,900",0,0,0,"5,000",0,0,0,0,"15,795","33,215","1,181,785","1,215,000",0.178,0.322,0.0058,0.12,0,0.6258,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.066,0.066,0,0,0.0032,0.0032,0,0.26,0,0,0,0.0041,0,0,0,0,0.013,0.0273,0.9727,1,0,24,4,5,High,79,1.1
1995,52,TRI,"255,117","387,275","3,550","130,527",0,"776,469",0,0,0,602,602,0,0,0,0,0,0,"82,830","82,830",0,0,"3,966","3,966",0,"323,710",0,0,0,"5,039",0,0,0,0,"22,142","45,242","1,214,758","1,260,000",0.2025,0.3074,0.0028,0.1036,0,0.6162,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.0657,0.0657,0,0,0.0031,0.0031,0,0.2569,0,0,0,0.004,0,0,0,0,0.0176,0.0359,0.9641,1,0,24,5,24,Medium,99,1.1
2000,52,TRI,"293,965","383,320",0,"115,255",0,"792,540",0,0,0,605,605,0,0,0,0,0,0,"85,470","85,470",0,0,"4,032","4,032",0,"331,520",0,0,0,"5,078",0,0,0,0,"28,490","47,265","1,247,735","1,295,000",0.227,0.296,0,0.089,0,0.612,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.066,0.066,0,0,0.0031,0.0031,0,0.256,0,0,0,0.0039,0,0,0,0,0.022,0.0365,0.9635,1,0,24,9,24,Medium,79,1.1
2005,52,TRI,"279,692","364,709",0,"109,659",0,"754,060",0,0,0,611,611,0,0,0,0,0,0,"75,085","75,085",0,0,"4,118","4,118",0,"283,514",0,0,0,"2,539",0,0,0,0,"100,296","73,777","1,220,223","1,294,000",0.2161,0.2818,0,0.0847,0,0.5827,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.058,0.058,0,0,0.0032,0.0032,0,0.2191,0,0,0,0.002,0,0,0,0,0.0775,0.057,0.943,1,0,24,5,20,Medium,1,1.1
2010,52,TRI,"365,100","285,670","3,500","75,000",0,"729,270",0,0,0,0,0,0,0,0,0,0,0,"65,700","65,700",0,0,0,0,0,"240,100",0,0,0,0,0,0,0,0,"175,640","94,290","1,210,710","1,305,000",0.2798,0.2189,0.0027,0.0575,0,0.5588,0,0,0,0,0,0,0,0,0,0,0,0.0503,0.0503,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0.1346,0.0723,0.9277,1,0,1,4,5,High,81,1.1
1970,53,BAR,"50,582","9,000","16,108","90,000",0,"165,690",0,0,0,30,30,0,0,0,0,0,0,400,400,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"40,814","31,966","207,034","239,000",0.2116,0.0377,0.0674,0.3766,0,0.6933,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.1708,0.1337,0.8663,1,0,24,4,5,Medium,7,1.1
1975,53,BAR,"49,601","11,050","8,154","92,460","6,500","167,765",0,0,0,15,15,0,0,0,0,0,0,410,410,0,0,0,0,0,255,0,0,720,0,0,0,0,"4,300","26,912","38,623","200,377","239,000",0.2075,0.0462,0.0341,0.3869,0.0272,0.7019,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0011,0,0,0.003,0,0,0,0,0.018,0.1126,0.1616,0.8384,1,0,24,9,24,Medium,2,1.1
1980,53,BAR,"46,620","13,100",200,"94,920","13,000","167,840",0,0,0,30,30,0,0,0,0,0,0,420,420,0,0,0,0,0,411,0,0,"1,440",0,0,0,0,"8,600","13,010","57,249","191,751","249,000",0.1872,0.0526,0.0008,0.3812,0.0522,0.6741,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0017,0,0,0.0058,0,0,0,0,0.0345,0.0522,0.2299,0.7701,1,0,24,4,5,Medium,7,1.1
1985,53,BAR,"67,230","9,960",0,"99,600",0,"176,790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000","61,210","191,790","253,000",0.2657,0.0394,0,0.3937,0,0.6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593,0.2419,0.7581,1,0,24,2,8,High,13,1.1
