year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,Version
2000,775,MYA,"2,300,000","550,000",0,"40,000","320,000","3,210,000",0,0,0,50,50,"1,824,440",0,0,0,0,0,0,"1,824,440",0,"34,909,000",0,"34,909,000",661,"45,611","1,000",0,"55,000",0,"2,281","91,222","100,220","5,170,000","122,171","79,344","45,531,656","45,611,000",0.0504,0.0121,0,0.0009,0.007,0.0704,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7654,0,0.7654,0,0.001,0,0,0.0012,0,0.0001,0.002,0.0022,0.1133,0.0027,0.0017,0.9983,1,1,24,5,20,Medium,83,1.1
2005,775,MYA,"3,125,404","815,323",0,"54,355","434,839","4,429,920",0,0,0,25,25,"2,214,960",0,0,0,0,0,0,"2,214,960",0,"41,406,500",0,"41,406,500",836,"55,374","1,500",0,"85,000",0,"2,891","101,000","112,311","6,644,880","270,225","48,578","55,325,422","55,374,000",0.0564,0.0147,0,0.001,0.0079,0.08,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7478,0,0.7478,0,0.001,0,0,0.0015,0,0.0001,0.0018,0.002,0.12,0.0049,0.0009,0.9991,1,1,24,5,20,Medium,83,1.1
2010,775,MYA,"3,200,000","805,000",0,"60,000","500,000","4,565,000",0,0,0,25,25,"2,450,000",0,0,0,0,0,0,"2,450,000",0,"43,983,776",0,"43,983,776",853,"58,808","1,593",0,"90,271",0,"3,070","107,263","119,276","7,056,956","286,983","84,093","58,723,875","58,807,968",0.0544,0.0137,0,0.001,0.0085,0.0776,0,0,0,0,0,0.0417,0,0,0,0,0,0,0.0417,0,0.7479,0,0.7479,0,0.001,0,0,0.0015,0,0.0001,0.0018,0.002,0.12,0.0049,0.0014,0.9986,1,1,24,5,20,Medium,83,1.1
1950,780,SRI,"51,212","522,104",0,"41,922","7,548","622,786",0,0,0,0,0,0,0,0,0,0,0,"549,745","549,745",0,0,"4,896,154","4,896,154",929,"1,583,861","13,053",0,746,0,0,0,0,929,"9,756",41,"7,677,959","7,678,000",0.0067,0.068,0,0.0055,0.001,0.0811,0,0,0,0,0,0,0,0,0,0,0,0.0716,0.0716,0,0,0.6377,0.6377,0.0001,0.2063,0.0017,0,0.0001,0,0,0,0,0.0001,0.0013,0,1,1,0,24,4,7,Medium,7,1.1
1955,780,SRI,"54,649","580,300",0,"42,956","68,195","746,100",0,0,0,0,0,0,0,0,0,0,0,"580,300","580,300",0,0,"5,669,950","5,669,950","1,144","1,658,000","16,017",0,"2,231",0,0,0,125,946,"21,272","26,915","8,696,085","8,723,000",0.0063,0.0665,0,0.0049,0.0078,0.0855,0,0,0,0,0,0,0,0,0,0,0,0.0665,0.0665,0,0,0.65,0.65,0.0001,0.1901,0.0018,0,0.0003,0,0,0,0,0.0001,0.0024,0.0031,0.9969,1,0,134,9,28,Low,2,1.1
1960,780,SRI,"58,085","680,890",0,"43,991","101,034","884,000",0,0,0,0,0,0,0,0,0,0,0,"724,000","724,000",0,0,"6,427,850","6,427,850","1,360","1,780,020","18,980",0,"3,715",0,0,0,249,963,"32,789","15,074","9,873,926","9,889,000",0.0059,0.0689,0,0.0044,0.0102,0.0894,0,0,0,0,0,0,0,0,0,0,0,0.0732,0.0732,0,0,0.65,0.65,0.0001,0.18,0.0019,0,0.0004,0,0,0,0,0.0001,0.0033,0.0015,0.9985,1,0,134,10,28,Low,12,1.1
1965,780,SRI,"61,522","781,480",0,"45,025","116,733","1,004,760",0,0,0,0,0,0,0,0,0,0,0,"818,834","818,834",0,0,"7,479,780","7,479,780","1,575","1,786,240","21,944",0,"5,200",0,0,0,374,979,"44,305",9,"11,163,991","11,164,000",0.0055,0.07,0,0.004,0.0105,0.09,0,0,0,0,0,0,0,0,0,0,0,0.0733,0.0733,0,0,0.67,0.67,0.0001,0.16,0.002,0,0.0005,0,0,0,0,0.0001,0.004,0,1,1,0,134,8,28,Low,20,1.1
1970,780,SRI,"64,958","951,216",0,"46,059","21,958","1,084,191",0,0,0,0,0,0,0,0,0,0,0,"913,668","913,668",0,0,"8,433,620","8,433,620","1,790","1,993,787","24,907",0,"6,684",0,0,0,498,996,"55,821",38,"12,515,962","12,516,000",0.0052,0.076,0,0.0037,0.0018,0.0866,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,0,0,0.6738,0.6738,0.0001,0.1593,0.002,0,0.0005,0,0,0,0,0.0001,0.0045,0,1,1,0,24,4,7,Medium,7,1.1
1975,780,SRI,"70,379","1,041,508",0,"50,529",0,"1,162,416",0,0,0,0,0,0,0,0,0,0,0,"1,013,584","1,013,584",0,0,"9,392,060","9,392,060","1,895","1,754,480","27,953",30,"8,192",0,0,0,499,548,"105,410","28,933","13,467,067","13,496,000",0.0052,0.0772,0,0.0037,0,0.0861,0,0,0,0,0,0,0,0,0,0,0,0.0751,0.0751,0,0,0.6959,0.6959,0.0001,0.13,0.0021,0,0.0006,0,0,0,0,0,0.0078,0.0021,0.9979,1,0,34,99,35,Low,99,1.1
1980,780,SRI,"75,800","1,131,800",0,"55,000",0,"1,262,600",0,0,0,0,0,0,0,0,0,0,"1,300","1,112,200","1,113,500",0,0,"10,050,200","10,050,200","2,000","1,917,110","31,000",60,"9,700",0,0,0,500,100,"155,000","205,230","14,541,770","14,747,000",0.0051,0.0767,0,0.0037,0,0.0856,0,0,0,0,0,0,0,0,0,0,0.0001,0.0754,0.0755,0,0,0.6815,0.6815,0.0001,0.13,0.0021,0,0.0007,0,0,0,0,0,0.0105,0.0139,0.9861,1,0,24,4,8,Medium,7,1.1
1985,780,SRI,"83,900","1,151,200",0,"53,000",0,"1,288,100",0,0,0,0,0,0,0,0,0,0,0,"1,224,000","1,224,000",0,0,"11,160,000","11,160,000","2,000","1,901,040","36,750",90,"11,350",0,0,0,600,130,"217,500",440,"15,841,560","15,842,000",0.0053,0.0727,0,0.0033,0,0.0813,0,0,0,0,0,0,0,0,0,0,0,0.0773,0.0773,0,0,0.7045,0.7045,0.0001,0.12,0.0023,0,0.0007,0,0,0,0,0,0.0137,0,1,1,0,134,2,10,Medium,13,1.1
1990,780,SRI,"92,000","1,170,600",0,"51,000",0,"1,313,600",0,0,0,0,0,0,0,0,0,0,0,"1,500,000","1,500,000",0,0,"11,650,720","11,650,720","2,000","2,209,090","42,500",120,"13,000",0,0,0,700,160,"250,000","11,110","16,981,890","16,993,000",0.0054,0.0689,0,0.003,0,0.0773,0,0,0,0,0,0,0,0,0,0,0,0.0883,0.0883,0,0,0.6856,0.6856,0.0001,0.13,0.0025,0,0.0008,0,0,0,0,0,0.0147,0.0007,0.9993,1,0,24,4,8,Medium,7,1.1
1995,780,SRI,"132,792","1,237,655",0,"52,611","25,901","1,448,959",0,0,0,0,0,0,0,0,0,0,0,"1,448,960","1,448,960",0,0,"12,447,280","12,447,280","2,129","2,535,680","23,132",135,"13,513",0,0,0,726,547,"190,503",436,"18,111,564","18,112,000",0.0073,0.0683,0,0.0029,0.0014,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0.6872,0.6872,0.0001,0.14,0.0013,0,0.0007,0,0,0,0,0,0.0105,0,1,1,0,134,5,20,Medium,1,1.1
2000,780,SRI,"102,000","1,035,740",0,"37,000","13,178","1,187,918",0,0,0,0,0,"1,335,667","117,492",0,0,0,0,0,"1,453,159","2,500,000","10,485,000",0,"12,985,000",0,"1,312,980",0,0,"10,000",0,0,0,0,0,"60,000","90,943","17,009,057","17,100,000",0.006,0.0606,0,0.0022,0.0008,0.0695,0,0,0,0,0,0.0781,0.0069,0,0,0,0,0,0.085,0.1462,0.6132,0,0.7594,0,0.0768,0,0,0.0006,0,0,0,0,0,0.0035,0.0053,0.9947,1,0,24,4,7,High,315,1.1
2005,780,SRI,"110,140","1,416,096",0,"31,468","15,734","1,573,438",0,0,0,0,0,"1,265,444","111,315",0,0,0,0,0,"1,376,759","2,706,779","10,830,820",0,"13,537,599","2,000","2,950,200","3,200",155,"14,000",0,0,0,0,0,"85,000","125,649","19,542,351","19,668,000",0.0056,0.072,0,0.0016,0.0008,0.08,0,0,0,0,0,0.0643,0.0057,0,0,0,0,0,0.07,0.1376,0.5507,0,0.6883,0.0001,0.15,0.0002,0,0.0007,0,0,0,0,0,0.0043,0.0064,0.9936,1,0,24,5,8,High,83,1.1
2010,780,SRI,"220,966","1,242,473",0,"22,096","10,043","1,495,578",0,0,0,0,0,"1,816,110","159,755",0,0,0,0,0,"1,975,865","2,875,906","11,591,582",0,"14,467,488",0,"2,565,831",0,0,0,0,0,0,0,0,"9,481","75,835","20,514,243","20,590,078",0.0107,0.0603,0,0.0011,0.0005,0.0726,0,0,0,0,0,0.0882,0.0078,0,0,0,0,0,0.096,0.1397,0.563,0,0.7026,0,0.1246,0,0,0,0,0,0,0,0,0.0005,0.0037,0.9963,1,0,24,4,7,High,315,1.1
1965,781,MAD,148,115,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,"108,000","108,000",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,718,"108,282","109,000",0.0014,0.0011,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0.9908,0.9908,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0066,0.9934,1,0,34,99,35,Low,99,1.1
1970,781,MAD,94,125,0,0,10,229,0,0,0,0,0,0,0,0,0,0,0,"111,000","111,000",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,"9,750","111,250","121,000",0.0008,0.001,0,0,0.0001,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.9174,0.9174,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0806,0.9194,1,0,24,4,8,Medium,7,1.1
1975,781,MAD,59,135,0,0,5,199,0,0,0,0,0,0,0,0,0,0,0,"128,690","128,690",0,0,"1,310","1,310",0,6,0,0,23,0,0,0,0,0,2,770,"130,230","131,000",0.0005,0.001,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0.9824,0.9824,0,0,0.01,0.01,0,0,0,0,0.0002,0,0,0,0,0,0,0.0059,0.9941,1,0,34,9,28,Low,2,1.1
1980,781,MAD,25,145,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,"155,420","155,420",0,0,"1,580","1,580",0,20,0,0,25,0,0,0,0,0,6,779,"157,221","158,000",0.0002,0.0009,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.9837,0.9837,0,0,0.01,0.01,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0.0049,0.9951,1,0,134,4,10,Medium,7,1.1
1985,781,MAD,102,117,0,0,45,264,0,0,0,0,0,0,0,0,0,0,0,"172,000","172,000",0,0,"1,840","1,840",0,62,0,0,37,0,0,0,0,0,20,"9,777","174,223","184,000",0.0006,0.0006,0,0,0.0002,0.0014,0,0,0,0,0,0,0,0,0,0,0,0.9348,0.9348,0,0,0.01,0.01,0,0.0003,0,0,0.0002,0,0,0,0,0,0.0001,0.0531,0.9469,1,0,13,2,10,Medium,13,1.1
1990,781,MAD,180,90,0,0,90,360,0,0,0,0,0,0,0,0,0,0,0,"214,230","214,230",0,0,"1,100","1,100",0,190,0,0,50,0,0,0,0,0,60,10,"215,990","216,000",0.0008,0.0004,0,0,0.0004,0.0017,0,0,0,0,0,0,0,0,0,0,0,0.9918,0.9918,0,0,0.0051,0.0051,0,0.0009,0,0,0.0002,0,0,0,0,0,0.0003,0,1,1,0,24,4,7,Medium,7,1.1
1995,781,MAD,310,489,0,0,84,883,0,0,0,0,0,0,0,0,0,0,0,"241,460","241,460",0,0,"1,474","1,474",0,574,0,0,79,0,0,0,0,0,178,"9,352","244,648","254,000",0.0012,0.0019,0,0,0.0003,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.9506,0.9506,0,0,0.0058,0.0058,0,0.0023,0,0,0.0003,0,0,0,0,0,0.0007,0.0368,0.9632,1,0,34,9,28,Low,2,1.1
2000,781,MAD,500,800,0,0,0,"1,300",0,0,0,0,0,"263,120","17,160",0,0,0,0,0,"280,280",0,0,"1,200","1,200",0,0,0,0,0,0,0,0,0,0,0,"3,220","282,780","286,000",0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,24,7,10,Medium,83,1.1
2005,781,MAD,513,822,0,0,0,"1,335",0,0,0,0,0,"270,480","17,640",0,0,0,0,0,"288,120",0,0,"1,233","1,233",0,0,0,0,0,0,0,0,0,0,0,"3,312","290,688","294,000",0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,24,7,10,Medium,83,1.1
2010,781,MAD,554,887,0,0,0,"1,441",0,0,0,0,0,"292,012","19,044",0,0,0,0,0,"311,056",0,0,"1,331","1,331",0,0,0,0,0,0,0,0,0,0,0,"3,577","313,828","317,405",0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,24,7,10,Medium,83,1.1
1945,790,NEP,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"71,100","71,100",0,0,"1,064,500","1,064,500",0,"5,181,132",0,0,145,0,0,0,0,"792,522",332,266,"7,109,734","7,110,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.1497,0.1497,0,0.7287,0,0,0,0,0,0,0,0.1115,0,0,1,1,0,34,99,35,Low,99,1.1
1950,790,NEP,24,0,0,0,24,48,0,0,0,0,0,0,0,0,0,0,0,"152,523","152,523",0,0,"1,146,203","1,146,203",0,"5,700,977",0,0,382,0,0,0,0,"859,653","1,908",306,"7,861,694","7,862,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0194,0,0,0.1458,0.1458,0,0.7251,0,0,0,0,0,0,0,0.1093,0.0002,0,1,1,0,24,4,7,Medium,7,1.1
1955,790,NEP,161,71,214,0,"1,346","1,792",0,0,0,0,0,0,0,0,0,0,0,"215,761","215,761",0,0,"1,082,566","1,082,566",0,"6,225,980",0,0,"1,000",0,595,0,0,"932,470","10,943","5,893","8,471,107","8,477,000",0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0255,0.0255,0,0,0.1277,0.1277,0,0.7345,0,0,0.0001,0,0.0001,0,0,0.11,0.0013,0.0007,0.9993,1,0,34,99,35,Low,99,1.1
1960,790,NEP,297,143,428,0,"2,668","3,536",0,0,0,0,0,0,0,0,0,0,0,"279,000","279,000",0,0,"1,018,930","1,018,930",0,"6,854,620",0,0,"1,618",0,"1,190",0,0,"1,072,780","19,978","11,348","9,251,652","9,263,000",0,0,0,0,0.0003,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.0301,0.0301,0,0,0.11,0.11,0,0.74,0,0,0.0002,0,0.0001,0,0,0.1158,0.0022,0.0012,0.9988,1,0,134,10,28,Low,12,1.1
1965,790,NEP,434,214,641,0,"3,990","5,279",0,0,0,0,0,0,0,0,0,0,0,"296,945","296,945",0,0,"1,123,210","1,123,210",0,"7,572,905",0,0,"2,236",0,"1,784",0,0,"1,179,343","29,012",286,"10,210,714","10,211,000",0,0,0.0001,0,0.0004,0.0005,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.0291,0,0,0.11,0.11,0,0.7416,0,0,0.0002,0,0.0002,0,0,0.1155,0.0028,0,1,1,0,34,99,35,Low,99,1.1
1970,790,NEP,570,285,855,0,"5,313","7,023",0,0,0,0,0,0,0,0,0,0,0,"314,891","314,891",0,0,"1,330,576","1,330,576",0,"8,345,190",0,0,"2,854",0,"2,379",0,0,"1,285,906","38,047",134,"11,326,866","11,327,000",0.0001,0,0.0001,0,0.0005,0.0006,0,0,0,0,0,0,0,0,0,0,0,0.0278,0.0278,0,0,0.1175,0.1175,0,0.7368,0,0,0.0003,0,0.0002,0,0,0.1135,0.0034,0,1,1,0,24,4,7,Medium,7,1.1
1975,790,NEP,770,342,991,0,"4,428","6,531",0,0,0,0,0,0,0,0,0,0,0,"359,445","359,445",0,0,"1,530,200","1,530,200",0,"9,470,900","1,775",0,"3,427",0,"2,789",0,"3,700","1,411,850","41,023","3,360","12,831,640","12,835,000",0.0001,0,0.0001,0,0.0003,0.0005,0,0,0,0,0,0,0,0,0,0,0,0.028,0.028,0,0,0.1192,0.1192,0,0.7379,0.0001,0,0.0003,0,0.0002,0,0.0003,0.11,0.0032,0.0003,0.9997,1,0,34,99,35,Low,99,1.1
1980,790,NEP,970,400,"1,128",0,"3,542","6,040",0,0,0,0,0,0,0,0,0,0,0,"424,000","424,000",0,0,"1,756,080","1,756,080",0,"10,529,160","3,550",0,"4,000",0,"3,200",0,"7,400","1,609,740","44,000","246,830","14,387,170","14,634,000",0.0001,0,0.0001,0,0.0002,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,0,0.12,0.12,0,0.7195,0.0002,0,0.0003,0,0.0002,0,0.0005,0.11,0.003,0.0169,0.9831,1,0,134,4,10,Medium,7,1.1
1985,790,NEP,"4,485","2,000","1,264",0,"257,271","265,020",0,0,0,0,0,0,0,0,0,0,0,"567,000","567,000",0,0,"1,958,880","1,958,880",0,"11,753,280","5,325",0,"4,500",0,"3,600",0,"11,100","1,632,400","52,000","70,895","16,253,105","16,324,000",0.0003,0.0001,0.0001,0,0.0158,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0347,0.0347,0,0,0.12,0.12,0,0.72,0.0003,0,0.0003,0,0.0002,0,0.0007,0.1,0.0032,0.0043,0.9957,1,0,34,2,10,Medium,13,1.1
1990,790,NEP,"8,000","3,600","1,400",0,"511,000","524,000",0,0,0,0,0,0,0,0,0,0,0,"710,000","710,000",0,0,"1,992,210","1,992,210",0,"13,039,920","7,100",0,"5,000",0,"4,000",0,"14,800","1,750,000","60,000","3,970","18,107,030","18,111,000",0.0004,0.0002,0.0001,0,0.0282,0.0289,0,0,0,0,0,0,0,0,0,0,0,0.0392,0.0392,0,0,0.11,0.11,0,0.72,0.0004,0,0.0003,0,0.0002,0,0.0008,0.0966,0.0033,0.0002,0.9998,1,0,24,4,8,Medium,7,1.1
1995,790,NEP,"60,594","4,839","1,992",0,"475,372","542,797",0,0,0,0,0,0,0,0,0,0,0,"643,680","643,680",0,0,"2,574,720","2,574,720",0,"14,833,760","7,737",0,"4,247",0,"5,003",0,"15,751","2,446,185","68,025","314,095","21,141,905","21,456,000",0.0028,0.0002,0.0001,0,0.0222,0.0253,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.12,0.12,0,0.6914,0.0004,0,0.0002,0,0.0002,0,0.0007,0.114,0.0032,0.0146,0.9854,1,0,134,9,28,Low,2,1.1
2000,790,NEP,"44,653","3,565","1,467",0,"350,312","399,997",0,0,0,0,0,0,0,0,0,0,0,"1,005,060","1,005,060",0,0,"2,584,440","2,584,440",0,"18,952,560",0,0,0,0,0,0,0,"861,480","76,050","50,413","23,879,587","23,930,000",0.0019,0.0001,0.0001,0,0.0146,0.0167,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0,0,0.108,0.108,0,0.792,0,0,0,0,0,0,0,0.036,0.0032,0.0021,0.9979,1,0,24,4,7,High,83,1.1
2005,790,NEP,"43,297","3,457","1,423",0,"339,671","387,848",0,0,0,0,0,0,0,0,0,0,0,"1,083,715","1,083,715",0,0,"2,490,269","2,490,269",0,"20,350,000",304,0,641,0,"1,607",0,0,"901,818","63,025","63,773","25,279,227","25,343,000",0.0017,0.0001,0.0001,0,0.0134,0.0153,0,0,0,0,0,0,0,0,0,0,0,0.0428,0.0428,0,0,0.0983,0.0983,0,0.803,0,0,0,0,0.0001,0,0,0.0356,0.0025,0.0025,0.9975,1,0,34,4,7,High,99,1.1
2010,790,NEP,"41,940","3,349","1,378",0,"329,030","375,697",0,0,0,0,0,0,0,0,0,0,0,"1,162,370","1,162,370",0,0,"2,396,099","2,396,099",0,"21,551,492",609,0,"1,283",0,"3,214",0,0,"942,157","50,000","11,583","26,482,921","26,494,504",0.0016,0.0001,0.0001,0,0.0124,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.0439,0.0439,0,0,0.0904,0.0904,0,0.8134,0,0,0,0,0.0001,0,0,0.0356,0.0019,0.0004,0.9996,1,0,24,4,7,High,316,1.1
1945,800,THI,"16,025","50,032",0,316,"12,183","78,556",0,0,0,0,0,0,0,0,0,0,0,"345,680","345,680",0,0,"15,302,760","15,302,760",0,"30,874","4,837",0,0,0,0,0,"708,744","794,941","1,042","16,566","17,267,434","17,284,000",0.0009,0.0029,0,0,0.0007,0.0045,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.8854,0.8854,0,0.0018,0.0003,0,0,0,0,0,0.041,0.046,0.0001,0.001,0.999,1,0,134,3,10,Medium,14,1.1
1950,800,THI,"19,066","90,517",0,381,"4,286","114,250",0,0,0,0,0,0,0,0,0,0,0,"477,130","477,130",0,0,"17,807,850","17,807,850",0,"30,434","5,714",0,0,0,0,0,"618,503","571,379","5,724","4,016","19,630,984","19,635,000",0.001,0.0046,0,0,0.0002,0.0058,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.0243,0,0,0.9069,0.9069,0,0.0015,0.0003,0,0,0,0,0,0.0315,0.0291,0.0003,0.0002,0.9998,1,0,24,4,7,Medium,7,1.1
1955,800,THI,"22,683","163,761",0,459,0,"186,903",0,0,0,17,17,0,0,0,0,0,0,"703,350","703,350",0,"18,656,000","2,185,040","20,841,040",0,"30,000","6,750",0,"1,582",0,0,0,"539,751","410,689","31,416","10,502","22,751,498","22,762,000",0.001,0.0072,0,0,0,0.0082,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0309,0,0.8196,0.096,0.9156,0,0.0013,0.0003,0,0.0001,0,0,0,0.0237,0.018,0.0014,0.0005,0.9995,1,0,134,9,28,Low,2,1.1
1960,800,THI,"26,300","237,006",0,536,0,"263,842",0,0,0,35,35,0,0,0,0,0,0,"1,025,000","1,025,000",0,0,"24,503,000","24,503,000",0,"49,522","7,785",0,"3,164",0,0,0,"461,000","250,000","57,108","13,544","26,620,456","26,634,000",0.001,0.0089,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0385,0,0,0.92,0.92,0,0.0019,0.0003,0,0.0001,0,0,0,0.0173,0.0094,0.0021,0.0005,0.9995,1,0,13,10,24,Medium,12,1.1
1965,800,THI,"29,916","310,250",0,614,0,"340,780",0,0,0,52,52,0,0,0,0,0,0,"1,198,074","1,198,074",0,0,"28,102,750","28,102,750",0,"39,761","8,821",0,"4,746",0,0,0,"594,200","592,354","82,800","60,662","30,964,338","31,025,000",0.001,0.01,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.0386,0.0386,0,0,0.9058,0.9058,0,0.0013,0.0003,0,0.0002,0,0,0,0.0192,0.0191,0.0027,0.002,0.998,1,0,13,8,24,Medium,20,1.1
1970,800,THI,"33,533","151,663",0,691,"50,408","236,295",0,0,0,69,69,0,0,0,0,0,0,"1,371,149","1,371,149",0,0,"32,912,056","32,912,056",0,"59,283","9,856",0,"6,328",0,0,0,"727,400","934,709","108,492","4,363","36,365,637","36,370,000",0.0009,0.0042,0,0,0.0014,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.0377,0,0,0.9049,0.9049,0,0.0016,0.0003,0,0.0002,0,0,0,0.02,0.0257,0.003,0.0001,0.9999,1,0,24,4,7,Medium,7,1.1
1975,800,THI,"92,966","187,331",146,845,"216,258","497,546",0,0,0,69,69,0,0,0,0,0,0,"1,650,574","1,650,574",0,0,"38,050,790","38,050,790",0,"71,141","11,428",80,"8,164",0,0,"49,625","759,700","612,354","153,246","4,283","41,864,717","41,869,000",0.0022,0.0045,0,0,0.0052,0.0119,0,0,0,0,0,0,0,0,0,0,0,0.0394,0.0394,0,0,0.9088,0.9088,0,0.0017,0.0003,0,0.0002,0,0,0.0012,0.0181,0.0146,0.0037,0.0001,0.9999,1,0,34,99,35,Low,99,1.1
1980,800,THI,"152,400","223,000",293,"1,000","382,107","758,800",0,0,0,70,70,0,0,0,0,0,0,"1,930,000","1,930,000",0,0,"42,513,380","42,513,380",0,"83,000","13,000",160,"10,000",0,0,"99,250","792,000","290,000","198,000","30,340","46,687,660","46,718,000",0.0033,0.0048,0,0,0.0082,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0413,0.0413,0,0,0.91,0.91,0,0.0018,0.0003,0,0.0002,0,0,0.0021,0.017,0.0062,0.0042,0.0006,0.9994,1,0,134,4,10,Medium,7,1.1
1985,800,THI,"207,075","231,500",439,740,"768,646","1,208,400",0,0,0,75,75,0,0,0,0,0,0,"2,063,200","2,063,200",0,0,"45,906,200","45,906,200",0,"131,500","15,000",240,"70,000",0,0,"148,875","666,000","735,000","599,000","36,510","51,543,490","51,580,000",0.004,0.0045,0,0,0.0149,0.0234,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.89,0.89,0,0.0025,0.0003,0,0.0014,0,0,0.0029,0.0129,0.0142,0.0116,0.0007,0.9993,1,0,134,9,28,Low,2,1.1
1990,800,THI,"261,750","240,000",585,480,"1,155,185","1,658,000",0,0,0,80,80,0,0,0,0,0,0,"2,233,560","2,233,560",0,0,"48,579,930","48,579,930",0,"180,000","17,000",320,"130,000",0,0,"198,500","540,000","1,180,000","1,000,000","121,610","55,717,390","55,839,000",0.0047,0.0043,0,0,0.0207,0.0297,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.87,0.87,0,0.0032,0.0003,0,0.0023,0,0,0.0036,0.0097,0.0211,0.0179,0.0022,0.9978,1,0,134,4,10,Medium,7,1.1
